ticker,name,sector,subsector,industry,subindustry
MDKI,Emdeki Utama Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment,Healthcare Equipment
BELL,Trisula Textile Industries Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Textiles,Textiles
KIOS,Kioson Komersial Indonesia Tbk.,Consumer Cyclicals,Retailing,Internet & Homeshop Retail,Internet & Homeshop Retail
GMFI,Garuda Maintenance Facility Aero Asia Tbk.,Industrials,Industrial Services,Professional Services,Research & Consulting Services
MTWI,Malacca Trust Wuwungan Insurance Tbk.,Financials,Insurance,Insurance,General Insurance
ZINC,Kapuas Prima Coal Tbk.,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,Diversified Metals & Minerals
MCAS,M Cash Integrasi Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
PPRE,PP Presisi Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering
WEGE,Wijaya Karya Bangunan Gedung Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering
PSSI,IMC Pelita Logistik Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
MORA,Mora Telematika Indonesia Tbk.,Infrastructures,Telecommunication,Telecommunication Service,Wired Telecommunication Service
DWGL,Dwi Guna Laksana Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
PBID,Panca Budi Idaman Tbk.,Basic Materials,Containers & Packaging,Containers & Packaging,Containers & Packaging
JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk.,Financials,Insurance,Insurance,Life Insurance
CAMP,Campina Ice Cream Industry Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
IPCM,Jasa Armada Indonesia Tbk.,Infrastructures,Transportation Infrastructure,Transport Infrastructure Operator,Marine Ports & Services
PCAR,Prima Cakrawala Abadi Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Automotive Retail
LCKM,LCK Global Kedaton Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
BOSS,Borneo Olah Sarana Sukses Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
HELI,Jaya Trishindo Tbk.,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation
JSKY,Sky Energy Indonesia Tbk.,Energy,Alternative Energy,Alternative Energy Equipment,Alternative Energy Equipment
INPS,Indah Prakasa Sentosa Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
GHON,Gihon Telekomunikasi Indonesia Tbk.,Infrastructures,Telecommunication,Telecommunication Service,Wired Telecommunication Service
TDPM,Tianrong Chemicals Industry Tbk.,Basic Materials,Chemicals,Basic Chemicals,Basic Chemicals
DFAM,Dafam Property Indonesia Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
NICK,Charnic Capital Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
BTPS,Bank BTPN Syariah Tbk.,Financials,Banks,Banks,Banks
SPTO,Surya Pertiwi Tbk.,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures
PRIM,Royal Prima Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers
HEAL,Medikaloka Hermina Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers
TRUK,Guna Timur Raya Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
PZZA,Sarimelati Kencana Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants
TUGU,Asuransi Tugu Pratama Indonesia Tbk.,Financials,Insurance,Insurance,General Insurance
MSIN,MNC Digital Entertainment Tbk.,Consumer Cyclicals,Media & Entertainment,Entertainment & Movie Production,Entertainment & Movie Production
SWAT,Sriwahana Adityakarta Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
TNCA,Trimuda Nuansa Citra Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
MAPA,Map Aktif Adiperkasa Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
TCPI,Transcoal Pacific Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
IPCC,Indonesia Kendaraan Terminal Tbk.,Infrastructures,Transportation Infrastructure,Transport Infrastructure Operator,Marine Ports & Services
RISE,Jaya Sukses Makmur Sentosa Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
BPTR,Batavia Prosperindo Trans Tbk.,Financials,Investment Service,Investment Services,Investment Management
POLL,Pollux Properties Indonesia Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
NFCX,NFC Indonesia Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
MGRO,Mahkota Group Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
NUSA,Sinergi Megah Internusa Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
FILM,MD Entertainment Tbk.,Consumer Cyclicals,Media & Entertainment,Entertainment & Movie Production,Entertainment & Movie Production
ANDI,Andira Agro Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
LAND,Trimitra Propertindo Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
MOLI,Madusari Murni Indah Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
PANI,Pantai Indah Kapuk Dua Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
DIGI,Arkadia Digital Media Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Advertising
CITY,Natura City Developments Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
SAPX,Satria Antaran Prima Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
SURE,Super Energy Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery
HKMU,HK Metals Utama Tbk.,Basic Materials,Metals & Minerals,Iron & Steel,Iron & Steel
MPRO,Maha Properti Indonesia Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
DUCK,Jaya Bersama Indo Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
GOOD,Garudafood Putra Putri Jaya Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
SKRN,Superkrane Mitra Utama Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
YELO,Yelooo Integra Datanet Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
CAKK,Cahayaputra Asa Keramik Tbk.,Basic Materials,Construction Materials,Construction Materials,Construction Materials
SATU,Kota Satu Properti Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
SOSS,Shield On Service Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
DEAL,Dewata Freightinternational Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
POLA,Pool Advista Finance Tbk.,Financials,Financing Service,Consumer Financing,Consumer Financing
DIVA,Distribusi Voucher Nusantara Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
LUCK,Sentral Mitra Informatika Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
URBN,Urban Jakarta Propertindo Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
SOTS,Satria Mega Kencana Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
ZONE,Mega Perintis Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,"Clothing, Accessories & Bags","Clothing, Accessories & Bags"
PEHA,Phapros Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals
FOOD,Sentra Food Indonesia Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
BEEF,Estika Tata Tiara Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
POLI,Pollux Hotels Group Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines"
CLAY,Citra Putra Realty Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
NATO,Surya Permata Andalan Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
JAYA,Armada Berjaya Trans Tbk.,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation
COCO,Wahana Interfood Nusantara Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
MTPS,Meta Epsi Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
CPRI,Capri Nusa Satu Properti Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
HRME,Menteng Heritage Realty Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
POSA,Bliss Properti Indonesia Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
JAST,Jasnita Telekomindo Tbk.,Infrastructures,Telecommunication,Telecommunication Service,Integrated Telecommunication Service
FITT,Hotel Fitra International Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines"
BOLA,Bali Bintang Sejahtera Tbk.,Consumer Cyclicals,Leisure Goods,Sport Equipment & Hobbies Goods,Sport Equipment & Hobbies Goods
CCSI,Communication Cable Systems Indonesia Tbk.,Industrials,Industrial Goods,Electrical,Electrical Components & Equipment
SFAN,Surya Fajar Capital Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
POLU,Golden Flower Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Textiles,Textiles
KJEN,Krida Jaringan Nusantara Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
KAYU,Darmi Bersaudara Tbk.,Basic Materials,Forestry & Paper,Timber,Timber
ITIC,Indonesian Tobacco Tbk.,Consumer Non-Cyclicals,Tobacco,Tobacco,Tobacco
PAMG,Bima Sakti Pertiwi Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
IPTV,MNC Vision Networks Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Cable & Satellite
BLUE,Berkah Prima Perkasa Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
ENVY,Envy Technologies Indonesia Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
EAST,Eastparc Hotel Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines"
LIFE,MSIG Life Insurance Indonesia Tbk.,Financials,Insurance,Insurance,Life Insurance
FUJI,Fuji Finance Indonesia Tbk.,Financials,Financing Service,Consumer Financing,Consumer Financing
KOTA,DMS Propertindo Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
INOV,Inocycle Technology Group Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
ARKA,Arkha Jayanti Persada Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
SMKL,Satyamitra Kemas Lestari Tbk.,Basic Materials,Containers & Packaging,Containers & Packaging,Containers & Packaging
HDIT,Hensel Davest Indonesia Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
KEEN,Kencana Energi Lestari Tbk.,Energy,Alternative Energy,Alternative Fuels,Alternative Fuels
BAPI,Bhakti Agung Propertindo Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
TFAS,Telefast Indonesia Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
GGRP,Gunung Raja Paksi Tbk.,Basic Materials,Metals & Minerals,Iron & Steel,Iron & Steel
OPMS,Optima Prima Metal Sinergi Tbk.,Basic Materials,Metals & Minerals,Iron & Steel,Iron & Steel
NZIA,Nusantara Almazia Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
SLIS,Gaya Abadi Sempurna Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
PURE,Trinitan Metals and Minerals Tbk.,Basic Materials,Metals & Minerals,Precious Metals & Minerals,Precious Metals & Minerals
IRRA,Itama Ranoraya Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Supplies & Distributions,Healthcare Supplies & Distributions
DMMX,Digital Mediatama Maxima Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
SINI,Singaraja Putra Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
WOWS,Ginting Jaya Energi Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
ESIP,Sinergi Inti Plastindo Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
TEBE,Dana Brata Luhur Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
KEJU,Mulia Boga Raya Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
PSGO,Palma Serasih Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
AGAR,Asia Sejahtera Mina Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
IFSH,Ifishdeco Tbk.,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,Diversified Metals & Minerals
REAL,Repower Asia Indonesia Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering
IFII,Indonesia Fibreboard Industry Tbk.,Basic Materials,Forestry & Paper,Timber,Timber
PMJS,Putra Mandiri Jembar Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
UCID,Uni-Charm Indonesia Tbk.,Consumer Non-Cyclicals,Nondurable Household Products,Household Products,Household Products
GLVA,Galva Technologies Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
PGJO,Bahtera Bumi Raya Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
AMAR,Bank Amar Indonesia Tbk.,Financials,Banks,Banks,Banks
CSRA,Cisadane Sawit Raya Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
INDO,Royalindo Investa Wijaya Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
AMOR,Ashmore Asset Management Indonesia Tbk.,Financials,Investment Service,Investment Services,Investment Management
TRIN,Perintis Triniti Properti Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
DMND,Diamond Food Indonesia Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
PURA,Putra Rajawali Kencana Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
PTPW,Pratama Widya Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering
TAMA,Lancartama Sejati Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
IKAN,Era Mandiri Cemerlang Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
SAMF,Saraswanti Anugerah Makmur Tbk.,Basic Materials,Chemicals,Agricultural Chemicals,Agricultural Chemicals
SBAT,Sejahtera Bintang Abadi Textile Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Textiles,Textiles
KBAG,Karya Bersama Anugerah Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
CBMF,Cahaya Bintang Medan Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
RONY,Aracord Nusantara Group Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Textiles,Textiles
CSMI,Cipta Selera Murni Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants
BBSS,Bumi Benowo Sukses Sejahtera Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
BHAT,Bhakti Multi Artha Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
CASH,Cashlez Worldwide Indonesia Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
TECH,Indosterling Technomedia Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
EPAC,Megalestari Epack Sentosaraya Tbk.,Basic Materials,Containers & Packaging,Containers & Packaging,Containers & Packaging
UANG,Pakuan Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
PGUN,Pradiksi Gunatama Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
SOFA,Boston Furniture Industries Tbk.,Consumer Cyclicals,Household Goods,Household Goods,Home Furnishings
PPGL,Prima Globalindo Logistik Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
TOYS,Sunindo Adipersada Tbk.,Consumer Cyclicals,Leisure Goods,Sport Equipment & Hobbies Goods,Sport Equipment & Hobbies Goods
SGER,Sumber Global Energy Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
TRJA,Transkon Jaya Tbk.,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation
PNGO,Pinago Utama Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
SCNP,Selaras Citra Nusantara Perkasa Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
BBSI,Krom Bank Indonesia Tbk.,Financials,Banks,Banks,Banks
KMDS,Kurniamitra Duta Sentosa Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
PURI,Puri Global Sukses Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
SOHO,Soho Global Health Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals
HOMI,Grand House Mulia Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
ROCK,Rockfields Properti Indonesia Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
ENZO,Morenzo Abadi Perkasa Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
PLAN,Planet Properindo Jaya Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
PTDU,Djasa Ubersakti Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering
ATAP,Trimitra Prawara Goldland Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
VICI,Victoria Care Indonesia Tbk.,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products
PMMP,Panca Mitra Multiperdana Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
BANK,Bank Aladin Syariah Tbk.,Financials,Banks,Banks,Banks
WMUU,Widodo Makmur Unggas Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
EDGE,Indointernet Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
UNIQ,Ulima Nitra Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
BEBS,Berkah Beton Sadaya Tbk.,Basic Materials,Construction Materials,Construction Materials,Construction Materials
SNLK,Sunter Lakeside Hotel Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines"
ZYRX,Zyrexindo Mandiri Buana Tbk.,Technology,Technology Hardware & Equipment,Computer Hardware,Computer Hardware
LFLO,Imago Mulia Persada Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
FIMP,Fimperkasa Utama Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
TAPG,Triputra Agro Persada Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
NPGF,Nusa Palapa Gemilang Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
LUCY,Lima Dua Lima Tiga Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
ADCP,Adhi Commuter Properti Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
HOPE,Harapan Duta Pertiwi Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
MGLV,Panca Anugrah Wisesa Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
True,Triniti Dinamik Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
LABA,Green Power Group Tbk.,Energy,Alternative Energy,Alternative Fuels,Alternative Fuels
ARCI,Archi Indonesia Tbk.,Basic Materials,Metals & Minerals,Gold,Gold
IPAC,Era Graharealty Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
MASB,Bank Multiarta Sentosa Tbk.,Financials,Banks,Banks,Banks
BMHS,Bundamedik Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers
FLMC,Falmaco Nonwoven Industri Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
NICL,PAM Mineral Tbk.,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,Diversified Metals & Minerals
UVCR,Trimegah Karya Pratama Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
BUKA,Bukalapak.com Tbk.,Consumer Cyclicals,Retailing,Internet & Homeshop Retail,Internet & Homeshop Retail
HAIS,Hasnur Internasional Shipping Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
OILS,Indo Oil Perkasa Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery
GPSO,Geoprima Solusi Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
MCOL,Prima Andalan Mandiri Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
RSGK,Kedoya Adyaraya Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers
RUNS,Global Sukses Solusi Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
SBMA,Surya Biru Murni Acetylene Tbk.,Basic Materials,Chemicals,Basic Chemicals,Basic Chemicals
CMNT,Cemindo Gemilang Tbk.,Basic Materials,Construction Materials,Construction Materials,Construction Materials
GTSI,GTS Internasional Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
IDEA,Idea Indonesia Akademi Tbk.,Consumer Cyclicals,Consumer Services,Education & Support Services,Education Services
KUAS,Ace Oldfields Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
BOBA,Formosa Ingredient Factory Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
MTEL,Dayamitra Telekomunikasi Tbk.,Infrastructures,Telecommunication,Telecommunication Service,Wireless Telecommunication Services
DEPO,Caturkarda Depo Bangunan Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Home Improvement Retail
BINO,Perma Plasindo Tbk.,Basic Materials,Containers & Packaging,Containers & Packaging,Containers & Packaging
CMRY,Cisarua Mountain Dairy Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Dairy Products
WGSH,Wira Global Solusi Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
TAYS,Jaya Swarasa Agung Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
WMPP,Widodo Makmur Perkasa Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
RMKE,RMK Energy Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
OBMD,OBM Drilchem Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports",Oil & Gas Drilling Service
AVIA,Avia Avian Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
IPPE,Indo Pureco Pratama Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
NASI,Wahana Inti Makmur Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
BSML,Bintang Samudera Mandiri Lines Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
DRMA,Dharma Polimetal Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Auto Parts & Equipment
ADMR,Alamtri Minerals Indonesia Tbk.,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,Diversified Metals & Minerals
SEMA,Semacom Integrated Tbk.,Industrials,Industrial Goods,Machinery,Industrial Machinery & Components
ASLC,Autopedia Sukses Lestari Tbk.,Consumer Cyclicals,Retailing,Automotive Retail,Automotive Retail
NETV,MDTV Media Technologies Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Broadcasting
BAUT,Mitra Angkasa Sejahtera Tbk.,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation
ENAK,Champ Resto Indonesia Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants
NTBK,Nusatama Berkah Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
SMKM,Sumber Mas Konstruksi Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering
STAA,Sumber Tani Agung Resources Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
NANO,Nanotech Indonesia Global Tbk.,Technology,Technology Hardware & Equipment,Electronic Equipment & Instruments,Electronic Equipment & Instruments
BIKE,Sepeda Bersama Indonesia Tbk.,Consumer Cyclicals,Leisure Goods,Sport Equipment & Hobbies Goods,Sport Equipment & Hobbies Goods
WIRG,WIR ASIA Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
SICO,Sigma Energy Compressindo Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services"
GOTO,GoTo Gojek Tokopedia Tbk.,Consumer Cyclicals,Retailing,Internet & Homeshop Retail,Internet & Homeshop Retail
TLDN,Teladan Prima Agro Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
MTMH,Murni Sadar Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers
WINR,Winner Nusantara Jaya Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
IBOS,Indo Boga Sukses Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
OLIV,Oscar Mitra Sukses Sejahtera Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Home Furnishings Retail
ASHA,Cilacap Samudera Fishing Industry Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
SWID,Saraswanti Indoland Development Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
TRGU,Cerestar Indonesia Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
ARKO,Arkora Hydro Tbk.,Energy,Alternative Energy,Alternative Fuels,Alternative Fuels
CHEM,Chemstar Indonesia Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
DEWI,Dewi Shri Farmindo Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
AXIO,Tera Data Indonusa Tbk.,Technology,Technology Hardware & Equipment,Computer Hardware,Computer Hardware
KRYA,Bangun Karya Perkasa Jaya Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering
HATM,Habco Trans Maritima Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
RCCC,Utama Radar Cahaya Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
